,,,American Indian Alaskan Native,American Indian Alaskan Native,Asian or Pacific Islander,Asian or Pacific Islander,Black or African American,Black or African American,White,White,Other,Other,Missing,Missing,Suppressed,Suppressed
Index,Week of,County,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths
"3,840",5/10/2020,Person,,,,,,,1,,1,,1,,,
"3,841",5/10/2020,Pitt,,,,,11,,12,,14,,1,,,
"3,842",5/10/2020,Polk,,,,,,,5,,,,,,,
"3,843",5/10/2020,Randolph,,,1,,8,,100,,4,,,,,1
"3,844",5/10/2020,Richmond,,,,,10,,11,,,,1,,,
"3,845",5/10/2020,Robeson,23,1,,,42,1,12,,62,1,14,,,
"3,846",5/10/2020,Rockingham,,,,,3,,8,,1,,,,,
"3,847",5/10/2020,Rowan,,,,,5,,29,,17,,8,,,1
"3,848",5/10/2020,Rutherford,,,,,,,,,,,,,2,
"3,849",5/10/2020,Sampson,,,1,,20,,89,,8,,2,,,1
"3,850",5/10/2020,Scotland,,,,,,,4,,1,,,,7,
"3,851",5/10/2020,Stanly,,,,,,,2,,,,,,1,
"3,852",5/10/2020,Stokes,,,,,,,5,,1,,19,,,
"3,853",5/10/2020,Surry,,,,,,,49,,1,,,,2,1
"3,854",5/10/2020,Swain,,,,,,,,,,,,,1,
"3,855",5/10/2020,Transylvania,,,,,,,,,,,,,2,
"3,856",5/10/2020,Union,1,,1,,2,,43,,9,,4,,,1
"3,857",5/10/2020,Vance,,,,,10,,,,4,,2,,13,1
"3,858",5/10/2020,Wake,,,4,,30,1,46,3,112,1,6,,,
"3,859",5/10/2020,Warren,,,,,3,,,,2,,,,9,1
"3,860",5/10/2020,Washington,,,,,,,,,,,,,1,
"3,861",5/10/2020,Watauga,,,,,,,,,,,,,2,
"3,862",5/10/2020,Wayne,,,3,,36,2,66,2,4,,6,,,
"3,863",5/10/2020,Wilkes,,,,,,,14,,,,45,,2,1
"3,864",5/10/2020,Wilson,,,,,18,2,17,1,3,,,,,
"3,865",5/10/2020,Yadkin,,,,,,,11,,18,,16,,,1
"3,866",5/10/2020,Yancey,,,,,,,,,,,,,2,
"3,867",5/3/2020,Alamance,,,,,14,4,32,6,7,,,,,
"3,868",5/3/2020,Alexander,,,,,,,5,,,,6,,1,
"3,869",5/3/2020,Alleghany,,,,,,,,,,,,,2,
"3,870",5/3/2020,Anson,,,,,7,,,,,,,,,1
"3,871",5/3/2020,Ashe,,,,,,,10,,,,3,,,
"3,872",5/3/2020,Beaufort,,,,,,,3,,,,,,,
"3,873",5/3/2020,Bertie,,,,,14,,,,1,,,,1,1
"3,874",5/3/2020,Bladen,,,,,,,10,,,,2,,10,
"3,875",5/3/2020,Brunswick,,,,,,,,,,,,,1,
"3,876",5/3/2020,Buncombe,,,5,,1,,23,,,,,,,
"3,877",5/3/2020,Burke,,,1,,,,30,,2,,4,,,1
"3,878",5/3/2020,Cabarrus,1,,1,,2,,28,,2,,2,,,1
"3,879",5/3/2020,Caldwell,,,1,,4,,21,,,,2,,,2
"3,880",5/3/2020,Carteret,,,,,,,3,,,,3,,,
"3,881",5/3/2020,Caswell,,,,,,,,,1,,1,,5,
"3,882",5/3/2020,Catawba,,,2,,2,,17,,2,,2,,,
"3,883",5/3/2020,Chatham,,,,,5,,15,,23,,31,,,1
"3,884",5/3/2020,Chowan,,,,,,,3,,,,,,1,
"3,885",5/3/2020,Cleveland,,,,,,,,,,,,,2,
"3,886",5/3/2020,Columbus,,,,,,,28,3,,,,,9,1
"3,887",5/3/2020,Craven,,,10,,,,,,,,,,,
"3,888",5/3/2020,Cumberland,1,,,,47,,22,,17,,11,,,2
"3,889",5/3/2020,Currituck,,,,,,,4,,,,,,,
"3,890",5/3/2020,Dare,,,,,,,2,,1,,,,,
"3,891",5/3/2020,Davidson,,,,,1,,38,,4,,6,,,1
"3,892",5/3/2020,Davie,,,,,,,2,,2,,2,,,
"3,893",5/3/2020,Duplin,,,,,38,7,94,5,5,,,,,
"3,894",5/3/2020,Durham,2,,2,,18,1,18,2,34,,17,,,
"3,895",5/3/2020,Edgecombe,,,,,11,,,,12,,1,,10,1
"3,896",5/3/2020,Forsyth,,,8,,19,,85,,6,,8,,,
"3,897",5/3/2020,Franklin,,,1,,2,,6,,4,,,,,
"3,898",5/3/2020,Gaston,,,,,6,,17,,1,,1,,,
"3,899",5/3/2020,Gates,,,,,,,,,,,,,2,
"3,900",5/3/2020,Granville,,,,,12,,9,,1,,,,,
"3,901",5/3/2020,Greene,,,,,,,7,,1,,3,,3,1
"3,902",5/3/2020,Guilford,,,42,,64,3,51,8,17,1,48,,,
"3,903",5/3/2020,Halifax,,,,,19,,,,3,,1,,3,
"3,904",5/3/2020,Harnett,,,,,7,3,20,1,6,1,5,,,
"3,905",5/3/2020,Haywood,,,,,,,4,,,,,,,
"3,906",5/3/2020,Henderson,,,,,3,,21,7,8,,11,1,,
"3,907",5/3/2020,Hertford,,,,,2,,,,,,,,3,
"3,908",5/3/2020,Hoke,1,,,,2,,2,,7,,10,,,
"3,909",5/3/2020,Iredell,,,,,10,,18,,3,,2,,,
"3,910",5/3/2020,Jackson,,,,,,,,,,,,,2,
"3,911",5/3/2020,Johnston,,,,,11,,17,,2,,1,,,1
"3,912",5/3/2020,Jones,,,,,,,,,,,,,2,
"3,913",5/3/2020,Lee,,,,,7,,22,,8,,39,,,1
"3,914",5/3/2020,Lenoir,,,,,,,23,,2,,,,8,2
"3,915",5/3/2020,Lincoln,,,,,,,4,,2,,2,,,
"3,916",5/3/2020,Martin,,,,,,,3,,1,,,,4,1
"3,917",5/3/2020,McDowell,,,,,,,,,,,,,1,
"3,918",5/3/2020,Mecklenburg,1,1,9,,57,1,176,1,63,,89,,,
"3,919",5/3/2020,Montgomery,,,,,,,1,,1,,3,,1,2
"3,920",5/3/2020,Moore,,,,,1,,8,,1,,2,,,
"3,921",5/3/2020,Nash,,,,,19,,8,,1,,,,,
"3,922",5/3/2020,New Hanover,,,1,,3,,15,,7,,2,,,1
"3,923",5/3/2020,Northampton,,,,,16,1,,,6,1,,,8,3
"3,924",5/3/2020,Onslow,,,,,1,,6,,1,,1,,,
"3,925",5/3/2020,Orange,,,1,,,,7,,11,,1,,,
"3,926",5/3/2020,Pasquotank,,,,,,,24,6,,,,,17,3
"3,927",5/3/2020,Pender,,,,,8,,11,,1,,1,,,
"3,928",5/3/2020,Perquimans,,,,,,,2,,1,,,,2,
"3,929",5/3/2020,Person,,,,,,,3,,1,,1,,3,
"3,930",5/3/2020,Pitt,,,,,14,,11,,6,,1,,,
"3,931",5/3/2020,Polk,,,,,,,,,,,,,2,
"3,932",5/3/2020,Randolph,3,,1,,4,,99,4,1,,,,,
"3,933",5/3/2020,Richmond,,,,,7,,24,,1,,2,,,
"3,934",5/3/2020,Robeson,24,,,,49,1,11,,52,,29,2,,
"3,935",5/3/2020,Rockingham,,,,,2,,10,,,,1,,,
"3,936",5/3/2020,Rowan,,,,,5,,49,7,14,,8,,,
"3,937",5/3/2020,Rutherford,,,,,,,4,,,,,,2,
"3,938",5/3/2020,Sampson,,,,,23,,53,,4,,1,,,1
"3,939",5/3/2020,Scotland,,,,,,,6,,1,,,,7,
"3,940",5/3/2020,Stokes,,,,,,,1,,,,3,,,
"3,941",5/3/2020,Surry,,,,,,,31,,1,,,,2,
"3,942",5/3/2020,Swain,,,,,,,,,,,,,1,
"3,943",5/3/2020,Union,,,2,,7,,17,3,14,,,,,
"3,944",5/3/2020,Vance,,,,,17,1,,,3,,2,,29,2
"3,945",5/3/2020,Wake,,,7,1,36,1,46,2,49,,15,1,,
"3,946",5/3/2020,Warren,,,,,4,,,,,,,,2,1
"3,947",5/3/2020,Watauga,,,,,,,,,,,,,1,
"3,948",5/3/2020,Wayne,,,,,28,,35,,7,,9,,,
"3,949",5/3/2020,Wilkes,,,,,,,41,,3,,192,,15,1
"3,950",5/3/2020,Wilson,,,,,14,,12,,2,,3,,,
"3,951",5/3/2020,Yadkin,,,,,,,7,,19,,22,,,1
"3,952",5/3/2020,Yancey,,,,,,,7,,,,,,,
"3,953",4/26/2020,Alamance,,,1,,14,3,16,1,3,,,,,
"3,954",4/26/2020,Alexander,,,,,,,,,,,,,1,
"3,955",4/26/2020,Alleghany,,,,,,,5,,,,,,,
"3,956",4/26/2020,Anson,,,,,2,,,,2,,,,3,
"3,957",4/26/2020,Ashe,,,,,,,,,,,,,1,
"3,958",4/26/2020,Beaufort,,,,,,,,,,,,,1,
"3,959",4/26/2020,Bertie,,,,,7,,,,,,,,4,
"3,960",4/26/2020,Bladen,,,,,,,3,,1,,,,13,1
"3,961",4/26/2020,Brunswick,,,,,,,9,,,,,,,
"3,962",4/26/2020,Buncombe,,,,,,,21,,,,,,,
"3,963",4/26/2020,Burke,,,1,,2,1,21,6,1,,,,,
"3,964",4/26/2020,Cabarrus,,,3,,7,,37,,2,,2,,,2
"3,965",4/26/2020,Caldwell,,,,,3,,8,,1,,,,,1
"3,966",4/26/2020,Carteret,,,,,,,,,,,,,2,
"3,967",4/26/2020,Caswell,,,,,,,3,,2,,3,,7,
"3,968",4/26/2020,Catawba,,,1,,2,,3,,,,,,,
"3,969",4/26/2020,Chatham,,,1,,2,,58,,19,,12,,,
"3,970",4/26/2020,Cherokee,,,,,,,4,,,,,,,
"3,971",4/26/2020,Chowan,,,,,,,,,,,,,1,
"3,972",4/26/2020,Cleveland,,,,,,,,,,,,,1,
"3,973",4/26/2020,Columbus,,,,,,,45,4,4,1,,,28,2
"3,974",4/26/2020,Craven,,,2,,1,,2,,,,,,,
"3,975",4/26/2020,Cumberland,4,,2,,41,,29,,11,,6,,,2
"3,976",4/26/2020,Currituck,,,,,,,,,,,,,1,
"3,977",4/26/2020,Dare,,,,,,,3,,,,,,,
"3,978",4/26/2020,Davidson,,,1,,2,,13,,5,,,,,1
"3,979",4/26/2020,Davie,,,,,,,,,,,,,2,
"3,980",4/26/2020,Duplin,,,,,20,6,40,2,4,,,,,
"3,981",4/26/2020,Durham,,,2,,34,7,19,2,24,2,8,,,
"3,982",4/26/2020,Edgecombe,,,,,18,,,,8,,1,,16,1
"3,983",4/26/2020,Forsyth,,,45,1,20,,31,2,4,,2,,,
"3,984",4/26/2020,Franklin,,,,,2,,7,,,,,,,1
"3,985",4/26/2020,Gaston,,,,,5,,7,,1,,,,,1
"3,986",4/26/2020,Gates,,,,,,,,,,,,,2,
"3,987",4/26/2020,Graham,,,,,,,,,,,,,1,
"3,988",4/26/2020,Granville,,,,,10,,14,,1,,1,,,
"3,989",4/26/2020,Greene,,,,,,,3,,3,,,,,1
"3,990",4/26/2020,Guilford,1,,30,,29,2,34,3,19,,13,,,
"3,991",4/26/2020,Halifax,,,,,4,,,,2,,,,6,1
"3,992",4/26/2020,Harnett,,,,,8,4,19,,8,1,3,,,
"3,993",4/26/2020,Haywood,,,,,,,3,,,,5,,,
"3,994",4/26/2020,Henderson,,,,,2,,31,15,14,,8,,,
"3,995",4/26/2020,Hertford,,,,,4,,,,,,4,,6,
"3,996",4/26/2020,Hoke,2,,,,11,,6,,9,,10,,,1
"3,997",4/26/2020,Hyde,,,,,,,,,,,,,1,
"3,998",4/26/2020,Iredell,,,1,,6,,10,,1,,8,,,
"3,999",4/26/2020,Jackson,,,,,,,4,,,,2,,,
"4,000",4/26/2020,Johnston,3,,,,9,,20,2,1,1,2,,,
"4,001",4/26/2020,Jones,,,,,,,3,,,,1,,2,
"4,002",4/26/2020,Lee,,,,,4,,38,,15,,15,,,
"4,003",4/26/2020,Lenoir,,,,,,,6,,3,,,,24,1
"4,004",4/26/2020,Lincoln,,,,,,,4,,,,3,,1,
"4,005",4/26/2020,Martin,,,,,,,1,,1,,,,8,2
"4,006",4/26/2020,McDowell,,,,,,,6,,,,,,,
"4,007",4/26/2020,Mecklenburg,1,,4,1,64,,118,2,34,,23,,,
"4,008",4/26/2020,Montgomery,,,,,,,3,,,,4,,1,
"4,009",4/26/2020,Moore,,,,,6,,10,,4,,9,,,2
"4,010",4/26/2020,Nash,,,,,12,,4,,1,,2,,,
"4,011",4/26/2020,New Hanover,,,,,1,,9,,1,,,,,
"4,012",4/26/2020,Northampton,,,,,10,,,,1,,,,1,2
"4,013",4/26/2020,Onslow,,,,,2,,4,,,,1,,,
"4,014",4/26/2020,Orange,,,,,7,,8,,1,,3,,,1
"4,015",4/26/2020,Pamlico,,,,,,,,,,,,,1,
"4,016",4/26/2020,Pasquotank,,,,,,,,,,,,,2,1
"4,017",4/26/2020,Pender,,,,,,,8,,,,,,,
"4,018",4/26/2020,Perquimans,,,,,,,,,,,,,1,
"4,019",4/26/2020,Person,,,,,,,,,,,,,2,
"4,020",4/26/2020,Pitt,,,,,6,,7,,12,,,,,
"4,021",4/26/2020,Polk,,,,,,,4,3,1,,2,,1,
"4,022",4/26/2020,Randolph,1,,1,,5,,84,,6,,,,,2
"4,023",4/26/2020,Richmond,,,1,,11,,5,,2,,1,,,1
"4,024",4/26/2020,Robeson,24,1,,,26,2,14,2,62,1,31,,,
"4,025",4/26/2020,Rockingham,,,,,1,,5,,,,,,,
"4,026",4/26/2020,Rowan,,,,,10,,32,,13,,6,,,
"4,027",4/26/2020,Rutherford,,,,,,,8,,2,,,,15,
"4,028",4/26/2020,Sampson,,,1,,11,,38,,1,,,,,
"4,029",4/26/2020,Scotland,,,,,,,2,,,,,,6,
"4,030",4/26/2020,Stanly,,,,,,,,,,,,,1,
"4,031",4/26/2020,Surry,,,,,,,5,,,,,,,
"4,032",4/26/2020,Swain,,,,,,,1,,,,,,2,
"4,033",4/26/2020,Union,,,,,3,,12,,10,,,,,
"4,034",4/26/2020,Vance,,,,,18,4,,,3,,,,16,1
"4,035",4/26/2020,Wake,,,7,,44,2,39,4,65,3,4,,,
"4,036",4/26/2020,Warren,,,,,7,,,,,,,,3,
"4,037",4/26/2020,Washington,,,,,,,,,,,,,1,
"4,038",4/26/2020,Wayne,2,,,,24,2,27,1,,,1,,,
"4,039",4/26/2020,Wilkes,,,,,,,53,,2,,52,,8,2
"4,040",4/26/2020,Wilson,,,,,16,,9,,1,,7,,,1
"4,041",4/26/2020,Yadkin,,,,,,,2,,2,,5,,,
"4,042",4/26/2020,Yancey,,,,,,,,,,,,,1,
"4,043",4/19/2020,Alamance,,,,,2,,27,,6,,,,,1
"4,044",4/19/2020,Anson,,,,,2,,,,3,,,,1,
"4,045",4/19/2020,Beaufort,,,,,,,5,,1,,,,,
"4,046",4/19/2020,Bertie,,,,,10,,,,1,,1,,6,1
"4,047",4/19/2020,Bladen,,,,,,,8,,2,,,,5,1
"4,048",4/19/2020,Brunswick,,,1,,1,,1,,,,,,,
"4,049",4/19/2020,Buncombe,,,,,1,,13,,,,,,,
"4,050",4/19/2020,Burke,,,,,1,,8,,2,,1,,,1
"4,051",4/19/2020,Cabarrus,,,,,12,,28,7,5,,2,,,
"4,052",4/19/2020,Caldwell,,,,,1,,7,,1,,,,,
"4,053",4/19/2020,Camden,,,,,,,,,,,,,2,
"4,054",4/19/2020,Carteret,,,,,,,,,,,,,1,
"4,055",4/19/2020,Caswell,,,,,,,2,,1,,,,8,
"4,056",4/19/2020,Catawba,,,1,,2,,7,,1,,2,,,
"4,057",4/19/2020,Chatham,,,7,,12,2,93,9,31,1,35,,,
"4,058",4/19/2020,Cherokee,,,,,,,3,,,,,,,
"4,059",4/19/2020,Clay,,,,,,,,,,,,,1,
"4,060",4/19/2020,Cleveland,,,,,,,2,,,,,,1,
"4,061",4/19/2020,Columbus,,,,,,,5,2,1,,,,24,5
"4,062",4/19/2020,Craven,,,,,1,,2,,,,,,,
"4,063",4/19/2020,Cumberland,1,,4,,62,,16,,9,,15,,,2
"4,064",4/19/2020,Currituck,,,,,,,,,,,,,2,
"4,065",4/19/2020,Davidson,,,,,3,,43,6,3,1,10,,,
"4,066",4/19/2020,Davie,,,,,,,2,,1,,3,,,
"4,067",4/19/2020,Duplin,,,1,,4,,39,,2,,,,,1
"4,068",4/19/2020,Durham,,,1,,85,6,24,7,9,,159,1,,
"4,069",4/19/2020,Edgecombe,,,,,12,,,,3,,,,6,2
"4,070",4/19/2020,Forsyth,,,16,,7,,16,,3,,1,,,
"4,071",4/19/2020,Franklin,,,,,8,,16,,,,1,,,2
"4,072",4/19/2020,Gaston,,,,,4,,12,,5,,,,,
"4,073",4/19/2020,Gates,,,,,,,2,,,,,,2,
"4,074",4/19/2020,Graham,,,,,,,,,,,,,1,
"4,075",4/19/2020,Granville,,,,,8,,7,,,,2,,,1
"4,076",4/19/2020,Greene,,,,,,,,,,,,,1,
"4,077",4/19/2020,Guilford,,,19,1,52,3,61,10,13,,22,,,
"4,078",4/19/2020,Halifax,,,,,7,,,,2,,6,,4,
"4,079",4/19/2020,Harnett,2,,1,1,21,5,33,5,16,2,13,,,
"4,080",4/19/2020,Haywood,,,,,,,,,,,,,2,
"4,081",4/19/2020,Henderson,,,,,1,,14,5,6,1,6,,,
"4,082",4/19/2020,Hertford,,,,,8,,,,,,4,,11,
"4,083",4/19/2020,Hoke,1,,,,12,,5,,9,,17,,,
"4,084",4/19/2020,Iredell,,,,,4,,6,,,,3,,,
"4,085",4/19/2020,Jackson,,,,,,,6,,3,,2,,,
"4,086",4/19/2020,Johnston,,,1,,5,,19,5,1,,,,,
"4,087",4/19/2020,Jones,,,,,,,,,,,,,3,
"4,088",4/19/2020,Lee,,,,,6,,30,,19,,32,,,2
"4,089",4/19/2020,Lenoir,,,,,,,18,3,3,,,,13,
"4,090",4/19/2020,Lincoln,,,,,,,4,,,,,,,
"4,091",4/19/2020,Macon,,,,,,,,,,,,,1,
"4,092",4/19/2020,Madison,,,,,,,,,,,,,1,
"4,093",4/19/2020,Martin,,,,,,,,,2,,,,2,
"4,094",4/19/2020,McDowell,,,,,,,,,,,,,2,
"4,095",4/19/2020,Mecklenburg,,,5,,72,2,124,10,29,,34,,,
"4,096",4/19/2020,Montgomery,,,,,,,5,,,,2,,2,1
"4,097",4/19/2020,Moore,,,1,,6,,13,,,,4,,,
"4,098",4/19/2020,Nash,,,,,16,,,,3,,,,,1
"4,099",4/19/2020,New Hanover,,,,,2,,8,,,,,,,
"4,100",4/19/2020,Northampton,,,,,4,,,,,,,,2,1
"4,101",4/19/2020,Onslow,,,,,1,,3,,,,,,,
"4,102",4/19/2020,Orange,,,1,,10,3,10,3,1,1,,,,
"4,103",4/19/2020,Pamlico,,,,,,,,,,,,,1,
"4,104",4/19/2020,Pasquotank,,,,,,,,,,,,,4,
"4,105",4/19/2020,Pender,,,,,,,,,,,,,2,
"4,106",4/19/2020,Perquimans,,,,,,,1,,2,,,,2,
"4,107",4/19/2020,Person,,,,,,,2,,,,,,1,1
"4,108",4/19/2020,Pitt,,,,,11,,9,,6,,1,,,
"4,109",4/19/2020,Polk,,,,,,,5,,1,,,,2,1
"4,110",4/19/2020,Randolph,,,1,,1,,68,,3,,,,,
"4,111",4/19/2020,Richmond,,,,,10,,6,,4,,,,,
"4,112",4/19/2020,Robeson,20,,,,22,,11,,56,,18,,,2
"4,113",4/19/2020,Rockingham,,,,,3,,2,,,,,,,
"4,114",4/19/2020,Rowan,,,1,,23,1,51,4,5,,2,,,
"4,115",4/19/2020,Rutherford,,,,,,,20,,1,,,,19,1
"4,116",4/19/2020,Sampson,,,,,13,,15,,,,,,,1
"4,117",4/19/2020,Scotland,,,,,,,3,,,,,,6,1
"4,118",4/19/2020,Stanly,,,,,,,4,,2,,,,3,
"4,119",4/19/2020,Swain,,,,,,,1,,,,,,2,
"4,120",4/19/2020,Union,,,,,11,,40,3,10,1,,,,
"4,121",4/19/2020,Vance,,,,,34,10,,,,,1,,15,1
"4,122",4/19/2020,Wake,3,,3,,54,3,67,,30,,4,,,
"4,123",4/19/2020,Warren,,,,,2,,,,1,,,,,
"4,124",4/19/2020,Washington,,,,,3,,,,1,,,,,
"4,125",4/19/2020,Wayne,,,,,26,,22,,4,,3,,,2
"4,126",4/19/2020,Wilkes,,,,,,,11,,1,,5,,2,
"4,127",4/19/2020,Wilson,,,,,21,,8,,5,,2,,,2
"4,128",4/19/2020,Yadkin,,,,,,,1,,,,4,,,
"4,129",4/12/2020,Alamance,,,,,5,,11,,,,,,,1
"4,130",4/12/2020,Alexander,,,,,,,,,,,,,1,
"4,131",4/12/2020,Anson,,,,,7,,,,,,,,2,
"4,132",4/12/2020,Beaufort,,,,,,,,,,,,,2,
"4,133",4/12/2020,Bertie,,,,,3,,,,2,,,,3,
"4,134",4/12/2020,Bladen,,,,,,,,,,,1,,4,
"4,135",4/12/2020,Brunswick,,,,,,,,,,,,,2,
"4,136",4/12/2020,Buncombe,,,,,,,8,,,,,,,1
"4,137",4/12/2020,Burke,,,,,1,,13,,4,,,,,
"4,138",4/12/2020,Cabarrus,,,,,16,,24,3,2,,,,,
"4,139",4/12/2020,Caldwell,,,,,1,,4,,,,,,,
"4,140",4/12/2020,Carteret,,,,,,,4,,,,,,,1
"4,141",4/12/2020,Caswell,,,,,,,2,,1,,,,3,1
"4,142",4/12/2020,Catawba,,,,,,,6,,,,,,,1
"4,143",4/12/2020,Chatham,,,1,,3,,20,3,25,1,12,,,
"4,144",4/12/2020,Cherokee,,,,,,,4,,,,,,,
"4,145",4/12/2020,Chowan,,,,,,,,,,,,,2,
"4,146",4/12/2020,Clay,,,,,,,,,,,,,2,
"4,147",4/12/2020,Cleveland,,,,,,,4,,,,,,1,
"4,148",4/12/2020,Columbus,,,,,,,13,2,1,,,,15,1
"4,149",4/12/2020,Craven,,,,,4,,2,,1,,,,,1
"4,150",4/12/2020,Cumberland,,,1,,13,,16,,2,,,,,2
"4,151",4/12/2020,Davidson,,,,,4,,6,,,,1,,,
"4,152",4/12/2020,Duplin,,,,,4,,9,,,,,,,
"4,153",4/12/2020,Durham,,,1,,47,6,17,5,13,1,17,,,
"4,154",4/12/2020,Edgecombe,,,,,14,,,,4,,,,8,3
"4,155",4/12/2020,Forsyth,,,,,6,,11,,1,,,,,
"4,156",4/12/2020,Franklin,,,,,3,1,3,2,1,,,,,
"4,157",4/12/2020,Gaston,,,,,4,,21,,3,,1,,,2
"4,158",4/12/2020,Granville,,,,,9,,4,,,,4,,,1
"4,159",4/12/2020,Greene,,,,,,,,,,,,,2,
"4,160",4/12/2020,Guilford,,,1,,19,3,25,2,1,,5,,,
"4,161",4/12/2020,Halifax,,,,,5,,,,1,,4,,2,
"4,162",4/12/2020,Harnett,,,,,3,,6,,7,,,,,2
"4,163",4/12/2020,Haywood,,,,,,,,,,,,,1,
"4,164",4/12/2020,Henderson,,,1,,,,11,,5,,12,,,1
"4,165",4/12/2020,Hertford,,,,,4,,,,1,,1,,,
"4,166",4/12/2020,Hoke,1,,1,,3,,,,1,,2,,,
"4,167",4/12/2020,Iredell,,,,,7,,10,,,,3,,,2
"4,168",4/12/2020,Jackson,,,,,,,,,,,,,1,
"4,169",4/12/2020,Johnston,,,,,3,,10,,1,,,,,2
"4,170",4/12/2020,Jones,,,,,,,,,,,,,1,1
"4,171",4/12/2020,Lee,,,,,4,,17,,5,,7,,,
"4,172",4/12/2020,Lenoir,,,,,,,3,,,,,,10,1
"4,173",4/12/2020,Lincoln,,,,,,,7,,,,,,,
"4,174",4/12/2020,Martin,,,,,,,1,,,,,,3,1
"4,175",4/12/2020,McDowell,,,,,,,,,,,,,1,
"4,176",4/12/2020,Mecklenburg,1,,3,,94,2,73,10,33,,19,,,
"4,177",4/12/2020,Mitchell,,,,,,,,,,,,,1,
"4,178",4/12/2020,Montgomery,,,,,,,1,,,,1,,2,
"4,179",4/12/2020,Moore,,,,,3,,5,,3,,1,,,2
"4,180",4/12/2020,Nash,,,,,22,,5,,2,,1,,,2
"4,181",4/12/2020,New Hanover,,,,,,,7,,,,,,,
"4,182",4/12/2020,Northampton,,,,,4,,,,,,,,3,1
"4,183",4/12/2020,Onslow,,,,,,,3,,1,,,,,
"4,184",4/12/2020,Orange,,,,,17,2,16,3,5,,2,,,
"4,185",4/12/2020,Pasquotank,,,,,,,6,,,,6,,4,
"4,186",4/12/2020,Pender,,,,,1,,4,,,,,,,
"4,187",4/12/2020,Perquimans,,,,,,,,,,,,,4,
"4,188",4/12/2020,Person,,,,,,,2,,1,,,,3,
"4,189",4/12/2020,Pitt,1,,1,,6,,9,,6,,,,,
"4,190",4/12/2020,Polk,,,,,,,,,,,,,2,
"4,191",4/12/2020,Randolph,1,,,,2,,21,,1,,,,,
"4,192",4/12/2020,Richmond,,,,,7,,1,,1,,,,,
"4,193",4/12/2020,Robeson,3,,,,9,,4,,11,,2,,,1
"4,194",4/12/2020,Rockingham,,,,,4,,2,,,,,,,
"4,195",4/12/2020,Rowan,,,,,19,,36,,3,,2,,,2
"4,196",4/12/2020,Rutherford,,,,,,,23,,1,,,,12,2
"4,197",4/12/2020,Sampson,,,,,4,,5,,,,,,,
"4,198",4/12/2020,Scotland,,,,,,,1,,1,,,,3,
"4,199",4/12/2020,Stanly,,,,,,,,,,,,,2,1
"4,200",4/12/2020,Surry,,,,,,,,,,,,,2,1
"4,201",4/12/2020,Transylvania,,,,,,,3,,,,,,,
"4,202",4/12/2020,Tyrrell,,,,,,,1,,1,,,,2,
"4,203",4/12/2020,Union,,,,,10,1,46,7,6,,,,,
"4,204",4/12/2020,Vance,,,,,4,,,,,,,,4,
"4,205",4/12/2020,Wake,,,4,,27,4,27,2,41,,2,,,
"4,206",4/12/2020,Warren,,,,,,,,,,,,,1,
"4,207",4/12/2020,Washington,,,,,,,,,,,,,2,
"4,208",4/12/2020,Wayne,5,,,,224,3,151,4,10,,106,,,
"4,209",4/12/2020,Wilson,,,,,22,,5,,3,,9,,,
"4,210",4/12/2020,Yadkin,,,,,,,,,,,,,1,
"4,211",4/5/2020,Alamance,,,,,4,,8,,2,,,,,
"4,212",4/5/2020,Alexander,,,,,,,,,,,,,1,
"4,213",4/5/2020,Anson,,,,,3,,,,,,,,1,
"4,214",4/5/2020,Ashe,,,,,,,,,,,,,2,
"4,215",4/5/2020,Beaufort,,,,,,,2,,,,,,1,
"4,216",4/5/2020,Bertie,,,,,,,,,,,,,4,
"4,217",4/5/2020,Brunswick,,,,,,,7,,,,,,,
"4,218",4/5/2020,Buncombe,,,,,,,3,,,,,,,1
"4,219",4/5/2020,Burke,,,,,5,,26,4,,,,,,
"4,220",4/5/2020,Cabarrus,1,,,,22,2,67,7,3,,7,,,
"4,221",4/5/2020,Caldwell,,,,,,,8,,,,,,,
"4,222",4/5/2020,Carteret,,,,,,,,,,,,,2,
"4,223",4/5/2020,Caswell,,,,,,,,,,,,,1,
"4,224",4/5/2020,Catawba,,,,,1,,7,,,,,,,
"4,225",4/5/2020,Chatham,,,,,12,5,26,6,11,,1,,,
"4,226",4/5/2020,Cherokee,,,,,,,3,,,,,,1,
"4,227",4/5/2020,Chowan,,,,,,,,,,,,,2,
"4,228",4/5/2020,Clay,,,,,,,,,,,,,1,
"4,229",4/5/2020,Cleveland,,,,,,,16,,2,,,,3,1
"4,230",4/5/2020,Columbus,,,,,,,14,1,,,,,9,2
"4,231",4/5/2020,Craven,,,,,5,,4,,1,,,,,1
"4,232",4/5/2020,Cumberland,,,,,17,2,8,1,1,,,,,
"4,233",4/5/2020,Dare,,,,,,,3,,1,,,,1,
"4,234",4/5/2020,Davidson,,,,,,,12,,3,,2,,,
"4,235",4/5/2020,Davie,,,,,,,,,,,,,2,
"4,236",4/5/2020,Duplin,,,,,3,,6,,,,,,,
"4,237",4/5/2020,Durham,,,2,,67,5,27,4,9,,24,,,
"4,238",4/5/2020,Edgecombe,,,,,11,,,,3,,2,,2,1
"4,239",4/5/2020,Forsyth,,,1,,4,,9,,1,,,,,1
"4,240",4/5/2020,Franklin,,,1,,21,9,20,6,2,,2,,,
